date,period,months,accounts_payable,accumulated_amortization_finitelived_intangible_assets,accumulated_depreciation_fixed_assets,accumulated_other_comprehensive_income_loss,accumulated_other_comprehensive_income_loss_derivatives_adjustment,accumulated_other_comprehensive_income_loss_investment_adjustment,acquisition_divestitures_payments,advertising_expense,annual_debt_cashflow,annual_debt_proceeds,annual_debt_repayments,assets,average_shares_outstanding_basic,average_shares_outstanding_diluted,bad_trade_receivables,cash,cash_cash_equivalents,cash_cash_equivalents_restricted_cash_cash_equivalents,cash_equivalents,cashflow,change_accounts_payable,change_current_deferred_revenue,change_current_trade_receivables,change_inventories,change_other_current_assets,change_other_current_liabilities,commercial_paper,common_stock,common_stock_additional_paid_in_capital,common_stock_dividend_payments,comprehensive_income_loss,current_accrued_liabilities,current_accrued_marketing_expenses,current_accrued_taxes,current_assets,current_debt_cashflow,current_debt_securities,current_deferred_revenue,current_employee_related_liabilities,current_liabilities,current_longterm_debt,current_prepaid_expenses,current_securities,current_tax_assets,current_trade_receivables,debt_proceeds,debt_repayments,debt_securities_payments,debt_securities_proceeds,deferred_tax,depreciation,depreciation_depletion_amortization_accretion,derivatives_adjustment,derivatives_gain_loss_before_reclassification_after_tax,derivatives_gain_loss_reclassification_after_tax,dividend_payments,earnings_per_share_basic,earnings_per_share_diluted,equity,financing_cashflow,finished_goods,finitelived_intangible_assets,fixed_assets,fixed_assets_payments,foreign_currency_transaction_translation_adjustment,foreign_currency_transaction_translation_adjustment_tax,foreign_deferred_tax,furniture_fixtures,goodwill,gross_finitelived_intangible_assets,gross_fixed_assets,gross_intangible_assets,gross_profit,infinitelived_intangible_assets,intangible_assets,intangible_assets_amortization,intangible_assets_payments,interest_expense,inventory,investing_cashflow,investment_income,land_buildings,lease_rental_expense,liabilities,liabilities_equity,liquid_assets,local_deferred_tax,machinery_equipment,maturing_securities_proceeds,national_deferred_tax,net_income_loss,noncurrent_accrued_taxes,noncurrent_assets,noncurrent_debt_securities,noncurrent_deferred_revenue,noncurrent_liabilities,noncurrent_longterm_debt,noncurrent_securities,noncurrent_tax_liabilities,nonoperating_income_expense,nontrade_receivables,operating_cashflow,operating_expenses,operating_income_loss,other_comprehensive_income_loss,other_current_accrued_liabilities,other_current_assets,other_current_debt,other_current_debt_proceeds,other_current_debt_repayments,other_current_liabilities,other_financing_cashflow,other_investing_cashflow,other_noncurrent_accrued_liabilities,other_noncurrent_assets,other_noncurrent_liabilities,other_nonoperating_income_expense,other_operating_cashflow,parts_components,pretax_income_loss,product_revenue,product_revenue_cost,quarterly_debt_cashflow,research_development_expense,restricted_cash,restricted_cash_cash_equivalents,retained_earnings_accumulated_deficit,revenue,revenue_cost,securities_adjustment,securities_payments,securities_sales_reclassification,securities_sales_reclassification_tax,securities_unrealized_gain_loss,selling_general_administrative_expense,service_revenue,service_revenue_cost,sharebased_compensation,stock_payments,stock_proceeds,tax_expense_benefit,work_in_progress_raw_materials,debt_cashflow,current_debt,fixed_assets_cashflow,other_current_debt_cashflow,securities_cashflow,stock_cashflow,current_receivables,noncurrent_accrued_liabilities,nonoperating_income,acquisition_divestitures_cashflow,intangible_assets_cashflow,non_operating_expenses,financing_cash_inflow,working_capital,investing_cash_outflow,tax_ratio,interest_burden,net_profit_margin,tax_burden,return_on_equity
2020-09-26,FY,12,42296000000.0,,66760000000.0,-406000000.0,,,1524000000.0,,-1063000000.0,6185000000.0,7248000000.0,323888000000.0,17352119000.0,17528214000.0,,,38016000000.0,39789000000.0,,-10435000000.0,-4062000000.0,2081000000.0,-6917000000.0,127000000.0,9588000000.0,8916000000.0,5000000000.0,,50779000000.0,,57453000000.0,,,,143713000000.0,-963000000.0,,10200000000.0,,105392000000.0,8773000000.0,,52927000000.0,,16120000000.0,16091000000.0,12629000000.0,114938000000.0,50473000000.0,-215000000.0,9700000000.0,11056000000.0,-1185000000.0,79000000.0,,14081000000.0,3.31,3.28,65339000000.0,-86820000000.0,,,36766000000.0,7309000000.0,88000000.0,,3383000000.0,,,,103526000000.0,,104956000000.0,,,,,2873000000.0,4061000000.0,-4289000000.0,3763000000.0,,,258549000000.0,323888000000.0,90943000000.0,21000000.0,,69918000000.0,-3619000000.0,57411000000.0,28170000000.0,36766000000.0,,,153157000000.0,98667000000.0,100887000000.0,,803000000.0,21325000000.0,80674000000.0,38668000000.0,66288000000.0,42000000.0,,11264000000.0,,5200000000.0,5200000000.0,42684000000.0,-126000000.0,791000000.0,26320000000.0,42522000000.0,54490000000.0,-87000000.0,97000000.0,,67091000000.0,220747000000.0,151286000000.0,100000000.0,18752000000.0,,36000000.0,14966000000.0,274515000000.0,169559000000.0,1139000000.0,114938000000.0,63000000.0,,1202000000.0,19916000000.0,53768000000.0,18273000000.0,6829000000.0,72358000000.0,880000000.0,9680000000.0,,3462000000.0,,7309000000.0,0.0,120391000000.0,73238000000.0,21325000000.0,54490000000.0,3763000000.0,-1524000000.0,,2873000000.0,28356000000.0,,,0.14428164731484103,1.0121138064204682,0.20913611278072236,0.855718352685159,0.8786635853012749
2020-09-26,Q4,3,42296000000.0,,66760000000.0,-406000000.0,,,51000000.0,,-693000000.0,812000000.0,1505000000.0,323888000000.0,12989548000.0,13123519000.0,,,38016000000.0,39789000000.0,,4750000000.0,6725000000.0,432000000.0,-1768000000.0,137000000.0,2828000000.0,5049000000.0,5000000000.0,,50779000000.0,,12817000000.0,,,,143713000000.0,-994000000.0,,10200000000.0,,105392000000.0,8773000000.0,,52927000000.0,,16120000000.0,5456000000.0,0.0,18332000000.0,10713000000.0,-397000000.0,,2702000000.0,-347000000.0,33000000.0,,3511000000.0,0.74,0.73,65339000000.0,-21357000000.0,,,36766000000.0,1784000000.0,258000000.0,,,,,,103526000000.0,,24689000000.0,,,,,634000000.0,4061000000.0,5531000000.0,768000000.0,,,258549000000.0,323888000000.0,90943000000.0,,,15053000000.0,,12673000000.0,28170000000.0,36766000000.0,,,153157000000.0,98667000000.0,100887000000.0,,126000000.0,21325000000.0,20576000000.0,9914000000.0,14775000000.0,144000000.0,,11264000000.0,,35000000.0,,42684000000.0,-6000000.0,102000000.0,26320000000.0,42522000000.0,54490000000.0,-8000000.0,3000000.0,,14901000000.0,50149000000.0,35197000000.0,-301000000.0,4978000000.0,,36000000.0,14966000000.0,64698000000.0,40009000000.0,233000000.0,18332000000.0,71000000.0,,304000000.0,4936000000.0,14549000000.0,4812000000.0,1724000000.0,17187000000.0,450000000.0,2228000000.0,,5456000000.0,,1784000000.0,,25766000000.0,17637000000.0,21325000000.0,54490000000.0,768000000.0,-51000000.0,,634000000.0,6753000000.0,,,0.1495201664317831,1.008527918781726,0.19587931620761073,0.8504798335682169,0.19395766693705138
2020-12-26,Q1,3,63846000000.0,,67560000000.0,179000000.0,,,9000000.0,,-1417000000.0,780000000.0,2197000000.0,354054000000.0,16935119000.0,17113688000.0,,,36010000000.0,37719000000.0,,-2070000000.0,21670000000.0,1341000000.0,10945000000.0,950000000.0,3526000000.0,7959000000.0,5000000000.0,,51744000000.0,,29340000000.0,,,,154106000000.0,22000000.0,,11600000000.0,,132507000000.0,7762000000.0,,40816000000.0,,27101000000.0,,1000000000.0,39800000000.0,9344000000.0,-58000000.0,,2666000000.0,-487000000.0,-304000000.0,183000000.0,3613000000.0,1.7,1.68,66224000000.0,-32249000000.0,,,37933000000.0,3500000000.0,549000000.0,,,,,,105493000000.0,,44328000000.0,,,,,638000000.0,4973000000.0,-8584000000.0,747000000.0,,,287830000000.0,354054000000.0,76826000000.0,,,25177000000.0,,28755000000.0,28170000000.0,199948000000.0,,,155323000000.0,99281000000.0,118745000000.0,,45000000.0,31519000000.0,38763000000.0,10794000000.0,33534000000.0,585000000.0,,13687000000.0,,,,48504000000.0,-22000000.0,-204000000.0,27872000000.0,43270000000.0,56042000000.0,-64000000.0,-25000000.0,,33579000000.0,95678000000.0,62130000000.0,1439000000.0,5163000000.0,1709000000.0,,14301000000.0,111439000000.0,67111000000.0,523000000.0,39800000000.0,105000000.0,,628000000.0,5631000000.0,15761000000.0,4981000000.0,2020000000.0,24775000000.0,,4824000000.0,,,,3500000000.0,,34521000000.0,,31519000000.0,56042000000.0,747000000.0,-9000000.0,,638000000.0,,,,0.14366121683194855,1.0013419216317767,0.25803354301456405,0.8563387831680515,0.43420814206330033
2021-03-27,Q2,3,40127000000.0,,69465000000.0,-286000000.0,,,0.0,,-569000000.0,588000000.0,1157000000.0,337158000000.0,16753476000.0,16929157000.0,,,38466000000.0,40006000000.0,,2287000000.0,-23667000000.0,301000000.0,-8598000000.0,276000000.0,807000000.0,-4914000000.0,5000000000.0,,54203000000.0,,23165000000.0,,,,121465000000.0,0.0,,11900000000.0,,106385000000.0,8003000000.0,,31368000000.0,,18503000000.0,,3500000000.0,34624000000.0,12301000000.0,-149000000.0,,2797000000.0,1091000000.0,332000000.0,-759000000.0,3447000000.0,1.41,1.4,69178000000.0,-11326000000.0,,,37815000000.0,2269000000.0,-78000000.0,,,,,,107280000000.0,,38079000000.0,,,,,670000000.0,5219000000.0,-10368000000.0,718000000.0,,,267980000000.0,337158000000.0,204373000000.0,,,14428000000.0,,23630000000.0,25162000000.0,215693000000.0,,,161595000000.0,108642000000.0,134539000000.0,,508000000.0,14533000000.0,23981000000.0,10576000000.0,27503000000.0,-465000000.0,,13376000000.0,,,,45660000000.0,-16000000.0,,27791000000.0,43339000000.0,52953000000.0,460000000.0,499000000.0,,28011000000.0,72683000000.0,46447000000.0,569000000.0,5262000000.0,1540000000.0,,15261000000.0,89584000000.0,51505000000.0,-1478000000.0,34624000000.0,75000000.0,,-1403000000.0,5314000000.0,16901000000.0,5058000000.0,1981000000.0,18548000000.0,,4381000000.0,,,,2269000000.0,,26729000000.0,,14533000000.0,52953000000.0,718000000.0,0.0,,670000000.0,,,,0.1564028417407447,1.0184707122859324,0.2637747812109305,0.8435971582592553,0.3415825840585157
2021-06-26,Q3,3,40409000000.0,,70242000000.0,58000000.0,,,4000000.0,,2263000000.0,2625000000.0,362000000.0,329840000000.0,16629371000.0,16781735000.0,,,34050000000.0,35276000000.0,,-4730000000.0,211000000.0,96000000.0,-1031000000.0,-13000000.0,1566000000.0,-2582000000.0,8000000000.0,,54989000000.0,,22088000000.0,,,,114423000000.0,3000000000.0,,12000000000.0,,107754000000.0,8039000000.0,,27646000000.0,,17475000000.0,0.0,3000000000.0,19628000000.0,15100000000.0,-530000000.0,,2832000000.0,-7000000.0,-24000000.0,-17000000.0,3767000000.0,1.31,1.3,64280000000.0,-29396000000.0,,,38615000000.0,2093000000.0,188000000.0,,,,,,108857000000.0,,35255000000.0,,,,,665000000.0,5178000000.0,3572000000.0,719000000.0,,,265560000000.0,329840000000.0,193644000000.0,,,10275000000.0,,21744000000.0,24923000000.0,215417000000.0,,,157806000000.0,105752000000.0,131948000000.0,,243000000.0,16433000000.0,21094000000.0,11129000000.0,24126000000.0,344000000.0,,13641000000.0,,,,43625000000.0,-34000000.0,,27131000000.0,44854000000.0,52054000000.0,189000000.0,215000000.0,,24369000000.0,63948000000.0,40899000000.0,737000000.0,5717000000.0,1226000000.0,,9233000000.0,81434000000.0,46179000000.0,163000000.0,19628000000.0,54000000.0,,217000000.0,5412000000.0,17486000000.0,5280000000.0,1960000000.0,22900000000.0,0.0,2625000000.0,,-3000000000.0,,2093000000.0,,25375000000.0,22900000000.0,16433000000.0,52054000000.0,719000000.0,-4000000.0,,665000000.0,,,,0.10771882309491568,1.010072121362845,0.2670137780288332,0.8922811769050844,0.3382700684505289
2021-09-25,FY,12,54763000000.0,,70283000000.0,163000000.0,,,33000000.0,,1379000000.0,7946000000.0,6567000000.0,351002000000.0,16701272000.0,16864919000.0,,,34940000000.0,35929000000.0,,-3860000000.0,12326000000.0,1676000000.0,10125000000.0,2642000000.0,8042000000.0,5799000000.0,6000000000.0,,57365000000.0,,95249000000.0,,,,134836000000.0,1022000000.0,,11900000000.0,,125481000000.0,9613000000.0,,27699000000.0,,26278000000.0,20393000000.0,8750000000.0,109558000000.0,47460000000.0,-4774000000.0,9500000000.0,11284000000.0,1035000000.0,32000000.0,-1003000000.0,14467000000.0,5.67,5.61,63090000000.0,-93353000000.0,,,39440000000.0,11085000000.0,501000000.0,,2740000000.0,,,,109723000000.0,,152836000000.0,,,,,2645000000.0,6580000000.0,-14545000000.0,2843000000.0,,,287912000000.0,351002000000.0,190516000000.0,-338000000.0,,59023000000.0,-7176000000.0,94680000000.0,24689000000.0,39440000000.0,,,162431000000.0,109106000000.0,127877000000.0,,258000000.0,25228000000.0,104038000000.0,43887000000.0,108949000000.0,569000000.0,,14111000000.0,,,,47493000000.0,-129000000.0,608000000.0,28636000000.0,48849000000.0,53325000000.0,60000000.0,147000000.0,,109207000000.0,297392000000.0,192266000000.0,-357000000.0,21914000000.0,,,5562000000.0,365817000000.0,212981000000.0,-967000000.0,109558000000.0,273000000.0,,-694000000.0,21973000000.0,68425000000.0,20715000000.0,7906000000.0,85971000000.0,1105000000.0,14527000000.0,,11643000000.0,,11085000000.0,,106483000000.0,87076000000.0,25228000000.0,53325000000.0,2843000000.0,-33000000.0,,2645000000.0,,,,0.13302260844085087,1.0023680804780217,0.2588179335569424,0.8669773915591491,1.5007132667617689
2021-09-25,Q4,3,54763000000.0,,70283000000.0,163000000.0,,,20000000.0,,1102000000.0,3953000000.0,2851000000.0,351002000000.0,-71384000.0,-76608000.0,,,34940000000.0,35929000000.0,,653000000.0,14112000000.0,-62000000.0,8809000000.0,1429000000.0,2143000000.0,5336000000.0,6000000000.0,,57365000000.0,,20656000000.0,,,,134836000000.0,-2000000000.0,,11900000000.0,,125481000000.0,9613000000.0,,27699000000.0,,26278000000.0,6470000000.0,1250000000.0,15506000000.0,10715000000.0,-4037000000.0,,2989000000.0,438000000.0,28000000.0,-410000000.0,3640000000.0,-287.8936456348762,-268.26180033416875,63090000000.0,-20382000000.0,,,39440000000.0,3223000000.0,-158000000.0,,,,,,109723000000.0,,35174000000.0,,,,,672000000.0,6580000000.0,835000000.0,659000000.0,,,287912000000.0,351002000000.0,190516000000.0,,,9143000000.0,,20551000000.0,24689000000.0,39440000000.0,,,162431000000.0,109106000000.0,127877000000.0,,-538000000.0,25228000000.0,20200000000.0,11388000000.0,23786000000.0,105000000.0,,14111000000.0,,,,47493000000.0,-57000000.0,530000000.0,28636000000.0,48849000000.0,53325000000.0,-525000000.0,-542000000.0,,23248000000.0,65083000000.0,42790000000.0,-3102000000.0,5772000000.0,,,5562000000.0,83360000000.0,48186000000.0,-175000000.0,15506000000.0,39000000.0,,-136000000.0,5616000000.0,18277000000.0,5396000000.0,1945000000.0,19748000000.0,544000000.0,2697000000.0,,5220000000.0,,3223000000.0,,19858000000.0,20292000000.0,25228000000.0,53325000000.0,659000000.0,-20000000.0,,672000000.0,,,,0.11600997935306263,0.9773816530732363,0.2465331094049904,0.8839900206469373,0.32574100491361546
2021-12-25,Q1,3,74362000000.0,,68454000000.0,-927000000.0,,,,,-2339000000.0,1191000000.0,3530000000.0,381191000000.0,16391724000.0,16519291000.0,,,37119000000.0,38630000000.0,,2701000000.0,19813000000.0,462000000.0,3934000000.0,-681000000.0,4921000000.0,4236000000.0,5000000000.0,,58424000000.0,,33540000000.0,,,,153154000000.0,-1000000000.0,,12400000000.0,,147574000000.0,11169000000.0,,26794000000.0,,30213000000.0,,,34913000000.0,10675000000.0,682000000.0,,2697000000.0,455000000.0,362000000.0,-93000000.0,3732000000.0,2.11,2.1,71932000000.0,-28159000000.0,,,39245000000.0,2803000000.0,-360000000.0,,,,,,107699000000.0,,54243000000.0,,,,,694000000.0,5876000000.0,-16106000000.0,650000000.0,,,309259000000.0,381191000000.0,202596000000.0,,,11309000000.0,,34630000000.0,24689000000.0,228037000000.0,,,161685000000.0,106629000000.0,138683000000.0,,-247000000.0,35040000000.0,46966000000.0,12755000000.0,41488000000.0,-1090000000.0,,18112000000.0,,,,49167000000.0,-61000000.0,374000000.0,30367000000.0,50109000000.0,55056000000.0,-203000000.0,-167000000.0,,41241000000.0,104429000000.0,64309000000.0,1339000000.0,6306000000.0,,,14435000000.0,123945000000.0,69702000000.0,-1185000000.0,34913000000.0,9000000.0,,-1176000000.0,6449000000.0,19516000000.0,5393000000.0,2265000000.0,20478000000.0,,6611000000.0,,,,2803000000.0,,21984000000.0,,35040000000.0,55056000000.0,650000000.0,,,694000000.0,,,,0.160301641570282,0.9940464712688006,0.2793981201339304,0.839698358429718,0.4814269031863427
2022-03-26,Q2,3,52682000000.0,,70020000000.0,-6494000000.0,,,,,-1614000000.0,0.0,1614000000.0,350662000000.0,16278802000.0,16403316000.0,,,28098000000.0,29180000000.0,,-9450000000.0,-21563000000.0,165000000.0,-9476000000.0,-384000000.0,-1379000000.0,-2348000000.0,6999000000.0,,61181000000.0,,19443000000.0,,,,118180000000.0,1999000000.0,,12500000000.0,,127508000000.0,9659000000.0,,23413000000.0,,20815000000.0,,,27074000000.0,13993000000.0,406000000.0,,2737000000.0,33000000.0,334000000.0,301000000.0,3595000000.0,1.54,1.52,67399000000.0,-28351000000.0,,,39304000000.0,2514000000.0,-21000000.0,,,,,,109324000000.0,,42559000000.0,,,,,691000000.0,5460000000.0,-9265000000.0,700000000.0,,,283263000000.0,350662000000.0,192730000000.0,,,6691000000.0,,25010000000.0,20711000000.0,232482000000.0,,,155755000000.0,103323000000.0,141219000000.0,,160000000.0,24585000000.0,28166000000.0,12580000000.0,29979000000.0,-5567000000.0,,15809000000.0,,,,50248000000.0,-44000000.0,194000000.0,31721000000.0,51959000000.0,52432000000.0,151000000.0,187000000.0,,30139000000.0,77457000000.0,49290000000.0,3613000000.0,6387000000.0,,,12712000000.0,97278000000.0,54719000000.0,-5579000000.0,27074000000.0,-54000000.0,,-5633000000.0,6193000000.0,19821000000.0,5429000000.0,2252000000.0,22631000000.0,,5129000000.0,,,,2514000000.0,,20684000000.0,,24585000000.0,52432000000.0,700000000.0,,,691000000.0,,,,0.17017817445834302,1.0053370692818306,0.25709821336787353,0.829821825541657,0.37107375480348376
2022-06-25,Q3,3,48343000000.0,,71516000000.0,-9297000000.0,,,2000000.0,,4540000000.0,4540000000.0,0.0,336309000000.0,16162945000.0,16262203000.0,,,27502000000.0,28861000000.0,,-319000000.0,-4358000000.0,-367000000.0,981000000.0,16000000.0,-253000000.0,-1902000000.0,10982000000.0,,62115000000.0,,16639000000.0,,,,112292000000.0,3971000000.0,,12200000000.0,,129873000000.0,14009000000.0,,20729000000.0,,21803000000.0,,3000000000.0,8191000000.0,8941000000.0,1668000000.0,,2805000000.0,973000000.0,852000000.0,-121000000.0,3811000000.0,1.2,1.2,58107000000.0,-27445000000.0,,,40335000000.0,2102000000.0,-721000000.0,,,,,,111851000000.0,,35885000000.0,,,,,719000000.0,5433000000.0,4234000000.0,722000000.0,,,278202000000.0,336309000000.0,179308000000.0,,,6203000000.0,,19442000000.0,20699000000.0,224017000000.0,,,148329000000.0,94700000000.0,131077000000.0,,-10000000.0,20439000000.0,22892000000.0,12809000000.0,23076000000.0,-2803000000.0,,16386000000.0,,,,48811000000.0,-43000000.0,615000000.0,32930000000.0,52605000000.0,53629000000.0,-13000000.0,41000000.0,,23066000000.0,63355000000.0,41485000000.0,-569000000.0,6797000000.0,,,5289000000.0,82959000000.0,47074000000.0,-3055000000.0,8191000000.0,-95000000.0,,-3150000000.0,6012000000.0,19604000000.0,5589000000.0,2243000000.0,21865000000.0,,3624000000.0,,,,2102000000.0,,15144000000.0,,20439000000.0,53629000000.0,722000000.0,-2000000.0,,719000000.0,,,,0.15711436746726784,0.99956664933264,0.2343567304331055,0.8428856325327322,0.3345896363605073
2022-09-24,FY,12,64115000000.0,,72340000000.0,-11109000000.0,,,306000000.0,,-1309000000.0,5948000000.0,7257000000.0,352755000000.0,16215963000.0,16325819000.0,,,23646000000.0,24977000000.0,,-10952000000.0,9448000000.0,478000000.0,1823000000.0,-1484000000.0,6499000000.0,5632000000.0,9982000000.0,,64849000000.0,,88531000000.0,,,,135405000000.0,3955000000.0,,12400000000.0,,153982000000.0,11128000000.0,,24658000000.0,,28184000000.0,5465000000.0,9543000000.0,76923000000.0,37446000000.0,895000000.0,8700000000.0,11104000000.0,2138000000.0,3212000000.0,1074000000.0,14841000000.0,6.15,6.11,50672000000.0,-110749000000.0,,,42117000000.0,10708000000.0,-1511000000.0,,3076000000.0,,,,114457000000.0,,170782000000.0,,,,,2931000000.0,4946000000.0,-22354000000.0,2825000000.0,,,302083000000.0,352755000000.0,169109000000.0,84000000.0,,29917000000.0,-2265000000.0,99803000000.0,16657000000.0,42117000000.0,,,148101000000.0,98959000000.0,120805000000.0,,-334000000.0,32748000000.0,122151000000.0,51345000000.0,119437000000.0,-11272000000.0,,21223000000.0,,,,60845000000.0,-160000000.0,1780000000.0,32485000000.0,54428000000.0,49142000000.0,-228000000.0,-111000000.0,,119103000000.0,316199000000.0,201471000000.0,5264000000.0,26251000000.0,,,-3068000000.0,394328000000.0,223546000000.0,-11899000000.0,76923000000.0,-205000000.0,,-12104000000.0,25094000000.0,78129000000.0,22075000000.0,9038000000.0,89402000000.0,,19300000000.0,,-4078000000.0,,10708000000.0,,67363000000.0,,32748000000.0,49142000000.0,2825000000.0,-306000000.0,,2931000000.0,,,,0.16204461684424407,0.997203546639651,0.2530964070519973,0.8379553831557559,1.9695887275023682
2022-09-24,Q4,3,64115000000.0,,72340000000.0,-11109000000.0,,,137000000.0,,-1896000000.0,217000000.0,2113000000.0,352755000000.0,-61861000.0,-69118000.0,,,23646000000.0,24977000000.0,,-3884000000.0,15556000000.0,218000000.0,6384000000.0,-435000000.0,3210000000.0,5646000000.0,9982000000.0,,64849000000.0,,18909000000.0,,,,135405000000.0,-1015000000.0,,12400000000.0,,153982000000.0,11128000000.0,,24658000000.0,,28184000000.0,,2793000000.0,6745000000.0,3837000000.0,-1861000000.0,,2865000000.0,677000000.0,1664000000.0,987000000.0,3703000000.0,-334.960637558397,-299.79166063832866,50672000000.0,-26794000000.0,,,42117000000.0,3289000000.0,-409000000.0,,,,,,114457000000.0,,38095000000.0,,,,,827000000.0,4946000000.0,-1217000000.0,753000000.0,,,302083000000.0,352755000000.0,169109000000.0,,,5714000000.0,,20721000000.0,16657000000.0,42117000000.0,,,148101000000.0,98959000000.0,120805000000.0,,-237000000.0,32748000000.0,24127000000.0,13201000000.0,24894000000.0,-1812000000.0,,21223000000.0,,,,60845000000.0,-12000000.0,597000000.0,32485000000.0,54428000000.0,49142000000.0,-163000000.0,-172000000.0,,24657000000.0,70958000000.0,46387000000.0,881000000.0,6761000000.0,,,-3068000000.0,90146000000.0,52051000000.0,-2080000000.0,6745000000.0,-65000000.0,,-2145000000.0,6440000000.0,19188000000.0,5664000000.0,2278000000.0,24428000000.0,,3936000000.0,,,,3289000000.0,,9551000000.0,,32748000000.0,49142000000.0,753000000.0,-137000000.0,,827000000.0,,,,0.15963012531938192,0.9904796336466618,0.22986044860559537,0.8403698746806181,0.40892406062519737
2022-12-31,Q1,3,57918000000.0,,68044000000.0,-12912000000.0,,,,,-2645000000.0,,2645000000.0,346747000000.0,15892723000.0,15955718000.0,,,20535000000.0,21974000000.0,,-3003000000.0,-6075000000.0,131000000.0,-4275000000.0,1807000000.0,4099000000.0,3758000000.0,1743000000.0,,66399000000.0,,28195000000.0,,,,128777000000.0,-8214000000.0,,12600000000.0,,137286000000.0,9740000000.0,,30820000000.0,,23752000000.0,,1401000000.0,5153000000.0,509000000.0,,,2916000000.0,-2754000000.0,-988000000.0,1766000000.0,3768000000.0,1.89,1.88,56727000000.0,-35563000000.0,4307000000.0,,42951000000.0,3787000000.0,-14000000.0,,,,,,110995000000.0,,50332000000.0,,,,,1003000000.0,6820000000.0,-1445000000.0,868000000.0,,,290020000000.0,346747000000.0,165450000000.0,,,7127000000.0,,29998000000.0,,217970000000.0,,,152734000000.0,99627000000.0,114095000000.0,,-393000000.0,30428000000.0,34005000000.0,14316000000.0,36016000000.0,-1803000000.0,,16422000000.0,,,,59893000000.0,-389000000.0,141000000.0,,60924000000.0,53107000000.0,-258000000.0,317000000.0,,35623000000.0,96388000000.0,60765000000.0,-5569000000.0,7709000000.0,,,3240000000.0,117154000000.0,66822000000.0,965000000.0,5153000000.0,-65000000.0,,900000000.0,6607000000.0,20766000000.0,6057000000.0,2905000000.0,19475000000.0,,5625000000.0,2513000000.0,,,3787000000.0,,7636000000.0,,30428000000.0,,868000000.0,,,1003000000.0,,,,0.15790360160570419,0.9890881830297645,0.2560561312460522,0.8420963983942958,0.5288134398082042
2023-04-01,Q2,3,42945000000.0,,69668000000.0,-11746000000.0,,,,,0.0,,0.0,332160000000.0,15787154000.0,15847050000.0,,,24687000000.0,27129000000.0,,5155000000.0,-14689000000.0,,-5321000000.0,741000000.0,-7000000.0,-2001000000.0,1996000000.0,,69568000000.0,,25326000000.0,,,,112913000000.0,254000000.0,,12500000000.0,,120075000000.0,10578000000.0,,31185000000.0,,17936000000.0,,2250000000.0,6044000000.0,1388000000.0,,,2898000000.0,-204000000.0,-13000000.0,191000000.0,3650000000.0,1.53,1.52,62158000000.0,-25724000000.0,4103000000.0,,43398000000.0,2916000000.0,-95000000.0,,,,,,113066000000.0,,41976000000.0,,,,,930000000.0,7482000000.0,2319000000.0,918000000.0,,,270002000000.0,332160000000.0,166333000000.0,,,9997000000.0,,24160000000.0,,219247000000.0,,,149927000000.0,97041000000.0,110461000000.0,,64000000.0,17963000000.0,28560000000.0,13658000000.0,28318000000.0,1166000000.0,,13660000000.0,,,,56425000000.0,-66000000.0,106000000.0,,65388000000.0,52886000000.0,76000000.0,1415000000.0,,28382000000.0,73929000000.0,46795000000.0,254000000.0,7457000000.0,,,4336000000.0,94836000000.0,52860000000.0,1465000000.0,6044000000.0,-62000000.0,,1403000000.0,6201000000.0,20907000000.0,6065000000.0,2686000000.0,19594000000.0,,4222000000.0,,,,2916000000.0,,11385000000.0,,17963000000.0,,918000000.0,,,930000000.0,,,,0.14875625396377987,1.0022600466134615,0.25475557805052934,0.8512437460362201,0.38868689468773127
2023-07-01,Q3,3,46699000000.0,,70787000000.0,-11801000000.0,,,,,0.0,,0.0,335038000000.0,15697614000.0,15775021000.0,,,28408000000.0,29898000000.0,,2769000000.0,3974000000.0,,1987000000.0,22000000.0,771000000.0,1229000000.0,3993000000.0,,70667000000.0,,19826000000.0,,,,122659000000.0,1989000000.0,,12200000000.0,,124963000000.0,7216000000.0,,34074000000.0,,19549000000.0,,7500000000.0,9759000000.0,2062000000.0,,,3052000000.0,612000000.0,509000000.0,-103000000.0,3849000000.0,1.27,1.26,60274000000.0,-24048000000.0,3563000000.0,,43550000000.0,2093000000.0,-385000000.0,,,,,,114337000000.0,,36413000000.0,,,,,998000000.0,7351000000.0,437000000.0,980000000.0,,,274764000000.0,335038000000.0,166543000000.0,,,10733000000.0,,19881000000.0,,212379000000.0,,,149801000000.0,98071000000.0,104061000000.0,,-265000000.0,19637000000.0,26380000000.0,13415000000.0,22998000000.0,-55000000.0,,13640000000.0,,,,58897000000.0,-53000000.0,506000000.0,,64768000000.0,51730000000.0,-247000000.0,-81000000.0,,22733000000.0,60584000000.0,39136000000.0,1989000000.0,7442000000.0,,,1408000000.0,81797000000.0,45384000000.0,-282000000.0,9759000000.0,-58000000.0,,-340000000.0,5973000000.0,21213000000.0,6248000000.0,2617000000.0,17478000000.0,,2852000000.0,,,,2093000000.0,,12795000000.0,,19637000000.0,,980000000.0,,,998000000.0,,,,0.12545638499098227,0.9884772588920776,0.24305292370135825,0.8745436150090178,0.32984371370740284
